"gisds_case_reference","gisds_open_date","gisds_close_date","gisds_handler","gisds_case_category","gisds_severity_band","gisds_claimant","gisds_status","gisds_location","original_source","dq_case_id_status","dq_status_status","dq_category_mapping","dq_severity_mapping","picklist_case_type_flag","picklist_status_flag"
"1220","2022-09-08",NULL,"A.Patel","OTHER","LOW","Aisha","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1221","2022-09-09",NULL,"A.Patel","OTHER","LOW","John","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1222","2022-09-10",NULL,"S.Jones","OTHER",NULL,"Aisha","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1223","2022-09-11",NULL,"A.Patel","OTHER",NULL,"Sarah","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1224","2022-09-12",NULL,"A.Patel","OTHER",NULL,"Michael","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1225","2022-09-13",NULL,"R.Smith","OTHER","LOW","Michael","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1226","2022-09-14",NULL,"R.Smith","OTHER",NULL,"Aisha","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1227","2022-09-15",NULL,"R.Smith","OTHER","LOW","Aisha","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1228","2022-09-16",NULL,"S.Jones","OTHER","LOW","Michael","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1229","2022-09-17",NULL,"A.Patel","OTHER",NULL,"Michael","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1230","2022-09-18",NULL,"R.Smith","OTHER","LOW","Michael","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1231","2022-09-19",NULL,"S.Jones","OTHER","LOW","John","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1232","2022-09-20",NULL,"S.Jones","OTHER",NULL,"John","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1233","2022-09-21",NULL,"A.Patel","OTHER",NULL,"Aisha","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1234","2022-09-22",NULL,"A.Patel","OTHER","LOW","Michael","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1235","2022-09-23",NULL,"S.Jones","OTHER",NULL,"John","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1236","2022-09-24",NULL,"R.Smith","OTHER",NULL,"Aisha","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1237","2022-09-25",NULL,"R.Smith","OTHER","LOW","Aisha","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1238","2022-09-26",NULL,"A.Patel","OTHER","LOW","Aisha","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1239","2022-09-27",NULL,"A.Patel","OTHER","LOW","John","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1240","2022-09-28",NULL,"R.Smith","OTHER",NULL,"Sarah","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1241","2022-09-29",NULL,"A.Patel","OTHER","LOW","Aisha","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1242","2022-09-30",NULL,"S.Jones","OTHER",NULL,"Sarah","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1243","2022-10-01",NULL,"A.Patel","OTHER",NULL,"John","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1244","2022-10-02",NULL,"S.Jones","OTHER",NULL,"Sarah","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1245","2022-10-03",NULL,"A.Patel","OTHER",NULL,"Aisha","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1246","2022-10-04",NULL,"S.Jones","OTHER","LOW","Aisha","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1247","2022-10-05",NULL,"S.Jones","OTHER","LOW","Sarah","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1248","2022-10-06",NULL,"R.Smith","OTHER",NULL,"Aisha","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1249","2022-10-07",NULL,"S.Jones","OTHER",NULL,"Sarah","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1250","2022-10-08",NULL,"S.Jones","OTHER","LOW","Michael","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1251","2022-10-09",NULL,"R.Smith","OTHER","LOW","Michael","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1252","2022-10-10",NULL,"A.Patel","OTHER","LOW","Sarah","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1253","2022-10-11",NULL,"A.Patel","OTHER",NULL,"Aisha","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1254","2022-10-12",NULL,"S.Jones","OTHER","LOW","Aisha","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1255","2022-10-13",NULL,"S.Jones","OTHER",NULL,"Sarah","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1256","2022-10-14",NULL,"A.Patel","OTHER",NULL,"John","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1257","2022-10-15",NULL,"R.Smith","OTHER",NULL,"John","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1258","2022-10-16",NULL,"R.Smith","OTHER","LOW","John","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1259","2022-10-17",NULL,"R.Smith","OTHER",NULL,"Aisha","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1260","2022-10-18",NULL,"R.Smith","OTHER","LOW","Michael","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1261","2022-10-19",NULL,"A.Patel","OTHER",NULL,"John","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1262","2022-10-20",NULL,"R.Smith","OTHER","LOW","Michael","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1263","2022-10-21",NULL,"A.Patel","OTHER",NULL,"Aisha","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1264","2022-10-22",NULL,"A.Patel","OTHER","LOW","Sarah","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1265","2022-10-23",NULL,"S.Jones","OTHER",NULL,"Aisha","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1266","2022-10-24",NULL,"R.Smith","OTHER","LOW","Sarah","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1267","2022-10-25",NULL,"S.Jones","OTHER","LOW","Michael","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1268","2022-10-26",NULL,"S.Jones","OTHER","LOW","John","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1269","2022-10-27",NULL,"R.Smith","OTHER","LOW","Sarah","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1270","2022-10-28",NULL,"R.Smith","OTHER",NULL,"Sarah","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1271","2022-10-29",NULL,"S.Jones","OTHER","LOW","John","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1272","2022-10-30",NULL,"R.Smith","OTHER","LOW","John","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1273","2022-10-31",NULL,"A.Patel","OTHER",NULL,"Sarah","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1274","2022-11-01",NULL,"A.Patel","OTHER",NULL,"Aisha","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1275","2022-11-02",NULL,"A.Patel","OTHER","LOW","Michael","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1276","2022-11-03",NULL,"S.Jones","OTHER",NULL,"Michael","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1277","2022-11-04",NULL,"S.Jones","OTHER","LOW","Michael","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1278","2022-11-05",NULL,"R.Smith","OTHER","LOW","Sarah","settled","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1279","2022-11-06",NULL,"S.Jones","OTHER","LOW","Michael","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1280","2022-11-07",NULL,"S.Jones","OTHER",NULL,"Michael","active","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1281","2022-11-08",NULL,"A.Patel","OTHER","LOW","Michael","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1282","2022-11-09",NULL,"A.Patel","OTHER","LOW","Sarah","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1283","2022-11-10",NULL,"S.Jones","OTHER",NULL,"Michael","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1284","2022-11-11",NULL,"R.Smith","OTHER",NULL,"Michael","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1285","2022-11-12",NULL,"S.Jones","OTHER","LOW","John","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1286","2022-11-13",NULL,"S.Jones","OTHER","LOW","Sarah","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1287","2022-11-14",NULL,"R.Smith","OTHER",NULL,"Aisha","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1288","2022-11-15",NULL,"S.Jones","OTHER","LOW","Michael","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1289","2022-11-16",NULL,"R.Smith","OTHER","LOW","Sarah","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1290","2022-11-17",NULL,"A.Patel","OTHER","LOW","Michael","completed","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1291","2022-11-18",NULL,"S.Jones","OTHER","LOW","Michael","completed","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1292","2022-11-19",NULL,"S.Jones","OTHER",NULL,"Michael","active","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1293","2022-11-20",NULL,"S.Jones","OTHER","LOW","Michael","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1294","2022-11-21",NULL,"A.Patel","OTHER","LOW","Sarah","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1295","2022-11-22",NULL,"S.Jones","OTHER","LOW","Michael","active","division1","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1296","2022-11-23",NULL,"R.Smith","OTHER",NULL,"John","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1297","2022-11-24",NULL,"S.Jones","OTHER","LOW","John","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","OK","OK","OK"
"1298","2022-11-25",NULL,"R.Smith","OTHER",NULL,"Michael","settled","division2","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1299","2022-11-26",NULL,"S.Jones","OTHER",NULL,"Sarah","completed","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"1300","2022-11-27",NULL,"A.Patel","OTHER",NULL,"Sarah","settled","division3","cms_app_b","OK","OK","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"caseRef","start_dt",NULL,"feeEarner","OTHER",NULL,"partyName",NULL,"area","cms_app_c","OK","MISSING_STATUS","UNMAPPED_CASE_CATEGORY","MISSING_SEVERITY","OK","OK"
"5001","2021-03-01",NULL,"Smith R","EMPLOYERS LIABILITY","HIGH","P1","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5002","2021-03-02",NULL,"Smith R","PUBLIC LIABILITY","HIGH","P2","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5003","2021-03-03",NULL,"Brown K","EMPLOYERS LIABILITY","LOW","P3","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5004","2021-03-04",NULL,"Smith R","MOTOR","LOW","P3","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5005","2021-03-05",NULL,"Smith R","PUBLIC LIABILITY","HIGH","P4","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5006","2021-03-06",NULL,"Brown K","MOTOR","MEDIUM","P2","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5007","2021-03-07",NULL,"Smith R","EMPLOYERS LIABILITY","HIGH","P2","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5008","2021-03-08",NULL,"Jones T","PUBLIC LIABILITY","MEDIUM","P2","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5009","2021-03-09",NULL,"Brown K","EMPLOYERS LIABILITY","HIGH","P2","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5010","2021-03-10",NULL,"Brown K","MOTOR","HIGH","P3","closed","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5011","2021-03-11",NULL,"Smith R","MOTOR","LOW","P3","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5012","2021-03-12",NULL,"Smith R","PUBLIC LIABILITY","HIGH","P1","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5013","2021-03-13",NULL,"Jones T","MOTOR","MEDIUM","P1","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5014","2021-03-14",NULL,"Brown K","PUBLIC LIABILITY","HIGH","P4","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5015","2021-03-15",NULL,"Smith R","EMPLOYERS LIABILITY","LOW","P4","closed","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5016","2021-03-16",NULL,"Brown K","MOTOR","MEDIUM","P1","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5017","2021-03-17",NULL,"Jones T","PUBLIC LIABILITY","HIGH","P1","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5018","2021-03-18",NULL,"Smith R","EMPLOYERS LIABILITY","HIGH","P4","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5019","2021-03-19",NULL,"Smith R","PUBLIC LIABILITY","HIGH","P2","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5020","2021-03-20",NULL,"Jones T","PUBLIC LIABILITY","HIGH","P1","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5021","2021-03-21",NULL,"Jones T","MOTOR","HIGH","P2","settled","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5022","2021-03-22",NULL,"Smith R","PUBLIC LIABILITY","LOW","P3","settled","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5023","2021-03-23",NULL,"Jones T","PUBLIC LIABILITY","HIGH","P3","closed","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5024","2021-03-24",NULL,"Smith R","PUBLIC LIABILITY","HIGH","P1","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5025","2021-03-25",NULL,"Smith R","EMPLOYERS LIABILITY","MEDIUM","P2","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5026","2021-03-26",NULL,"Jones T","PUBLIC LIABILITY","HIGH","P2","settled","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5027","2021-03-27",NULL,"Brown K","PUBLIC LIABILITY","LOW","P1","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5028","2021-03-28",NULL,"Smith R","PUBLIC LIABILITY","LOW","P4","settled","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5029","2021-03-29",NULL,"Smith R","PUBLIC LIABILITY","LOW","P4","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5030","2021-03-30",NULL,"Brown K","EMPLOYERS LIABILITY","HIGH","P4","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5031","2021-03-31",NULL,"Brown K","EMPLOYERS LIABILITY","MEDIUM","P1","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5032","2021-04-01",NULL,"Jones T","MOTOR","MEDIUM","P2","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5033","2021-04-02",NULL,"Jones T","EMPLOYERS LIABILITY","LOW","P3","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5034","2021-04-03",NULL,"Smith R","EMPLOYERS LIABILITY","HIGH","P4","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5035","2021-04-04",NULL,"Jones T","PUBLIC LIABILITY","HIGH","P4","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5036","2021-04-05",NULL,"Jones T","MOTOR","HIGH","P2","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5037","2021-04-06",NULL,"Jones T","EMPLOYERS LIABILITY","LOW","P1","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5038","2021-04-07",NULL,"Smith R","EMPLOYERS LIABILITY","LOW","P2","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5039","2021-04-08",NULL,"Brown K","EMPLOYERS LIABILITY","MEDIUM","P2","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5040","2021-04-09",NULL,"Jones T","EMPLOYERS LIABILITY","HIGH","P4","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5041","2021-04-10",NULL,"Smith R","PUBLIC LIABILITY","HIGH","P1","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5042","2021-04-11",NULL,"Smith R","MOTOR","HIGH","P1","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5043","2021-04-12",NULL,"Jones T","EMPLOYERS LIABILITY","LOW","P3","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5044","2021-04-13",NULL,"Smith R","PUBLIC LIABILITY","HIGH","P2","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5045","2021-04-14",NULL,"Smith R","PUBLIC LIABILITY","LOW","P1","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5046","2021-04-15",NULL,"Brown K","PUBLIC LIABILITY","HIGH","P4","settled","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5047","2021-04-16",NULL,"Smith R","PUBLIC LIABILITY","HIGH","P4","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5048","2021-04-17",NULL,"Brown K","EMPLOYERS LIABILITY","LOW","P4","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5049","2021-04-18",NULL,"Smith R","PUBLIC LIABILITY","LOW","P4","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5050","2021-04-19",NULL,"Brown K","EMPLOYERS LIABILITY","HIGH","P3","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5051","2021-04-20",NULL,"Brown K","MOTOR","MEDIUM","P2","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5052","2021-04-21",NULL,"Brown K","PUBLIC LIABILITY","LOW","P4","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5053","2021-04-22",NULL,"Jones T","PUBLIC LIABILITY","MEDIUM","P4","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5054","2021-04-23",NULL,"Brown K","PUBLIC LIABILITY","LOW","P1","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5055","2021-04-24",NULL,"Smith R","PUBLIC LIABILITY","HIGH","P4","settled","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5056","2021-04-25",NULL,"Smith R","PUBLIC LIABILITY","LOW","P2","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5057","2021-04-26",NULL,"Brown K","MOTOR","MEDIUM","P1","settled","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5058","2021-04-27",NULL,"Jones T","EMPLOYERS LIABILITY","HIGH","P2","closed","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5059","2021-04-28",NULL,"Smith R","PUBLIC LIABILITY","LOW","P4","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5060","2021-04-29",NULL,"Smith R","EMPLOYERS LIABILITY","HIGH","P2","closed","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5061","2021-04-30",NULL,"Jones T","EMPLOYERS LIABILITY","LOW","P4","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5062","2021-05-01",NULL,"Smith R","MOTOR","HIGH","P4","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5063","2021-05-02",NULL,"Brown K","EMPLOYERS LIABILITY","HIGH","P2","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5064","2021-05-03",NULL,"Jones T","EMPLOYERS LIABILITY","LOW","P1","closed","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5065","2021-05-04",NULL,"Brown K","PUBLIC LIABILITY","MEDIUM","P1","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5066","2021-05-05",NULL,"Brown K","EMPLOYERS LIABILITY","MEDIUM","P4","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5067","2021-05-06",NULL,"Brown K","PUBLIC LIABILITY","MEDIUM","P1","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5068","2021-05-07",NULL,"Brown K","PUBLIC LIABILITY","HIGH","P4","settled","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5069","2021-05-08",NULL,"Brown K","PUBLIC LIABILITY","MEDIUM","P4","open","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5070","2021-05-09",NULL,"Brown K","EMPLOYERS LIABILITY","MEDIUM","P4","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5071","2021-05-10",NULL,"Smith R","EMPLOYERS LIABILITY","LOW","P4","open","d","cms_app_c","OK","OK","OK","OK","OK","OK"
"5072","2021-05-11",NULL,"Smith R","EMPLOYERS LIABILITY","HIGH","P4","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5073","2021-05-12",NULL,"Brown K","EMPLOYERS LIABILITY","LOW","P4","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5074","2021-05-13",NULL,"Brown K","EMPLOYERS LIABILITY","LOW","P4","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5075","2021-05-14",NULL,"Smith R","EMPLOYERS LIABILITY","HIGH","P1","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5076","2021-05-15",NULL,"Brown K","MOTOR","LOW","P2","settled","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5077","2021-05-16",NULL,"Brown K","PUBLIC LIABILITY","HIGH","P1","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5078","2021-05-17",NULL,"Jones T","MOTOR","HIGH","P1","settled","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5079","2021-05-18",NULL,"Smith R","MOTOR","HIGH","P2","settled","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5080","2021-05-19",NULL,"Smith R","EMPLOYERS LIABILITY","MEDIUM","P4","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5081","2021-05-20",NULL,"Brown K","EMPLOYERS LIABILITY","HIGH","P1","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5082","2021-05-21",NULL,"Brown K","MOTOR","MEDIUM","P4","closed","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5083","2021-05-22",NULL,"Jones T","MOTOR","MEDIUM","P1","settled","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5084","2021-05-23",NULL,"Jones T","MOTOR","MEDIUM","P2","open","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5085","2021-05-24",NULL,"Smith R","PUBLIC LIABILITY","HIGH","P1","closed","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5086","2021-05-25",NULL,"Smith R","MOTOR","LOW","P3","open","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5087","2021-05-26",NULL,"Smith R","MOTOR","HIGH","P3","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5088","2021-05-27",NULL,"Smith R","PUBLIC LIABILITY","MEDIUM","P4","settled","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5089","2021-05-28",NULL,"Jones T","MOTOR","LOW","P1","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5090","2021-05-29",NULL,"Smith R","MOTOR","MEDIUM","P3","closed","c","cms_app_c","OK","OK","OK","OK","OK","OK"
"5091","2021-05-30",NULL,"Brown K","MOTOR","MEDIUM","P2","settled","b","cms_app_c","OK","OK","OK","OK","OK","OK"
"5092","2021-05-31",NULL,"Smith R","EMPLOYERS LIABILITY","HIGH","P3","settled","a","cms_app_c","OK","OK","OK","OK","OK","OK"
"5093","2021-06-01",NULL,"Jones T","MOTOR","HIGH","P4","settled","c","cms_app_c","OK","OK","OK","OK","OK","OK"
